,accuracy,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,a,b,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support
12,0.6769600000000001,0.18579643714731714,1.0,0.10266666666666667,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2315447409186089,0.3890887275974405,0.22053333333333336,625.0,0.9719272674457274,0.9454436379872029,1.0,400.0,0.6889201685382997,0.9650839283118097,0.6769600000000001,625.0,Mean Proposal,0.2,0.2889,,,,
13,0.6846399999999999,0.22000347394974257,1.0,0.12399999999999999,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23733604707660302,0.38710973646933694,0.22479999999999997,625.0,0.9666767614332729,0.9355486823466846,1.0,400.0,0.6978743779392018,0.958751156701878,0.6846399999999999,625.0,Maximum Proposal,0.2,0.2889,,,,
14,0.6805333333333333,0.2017172769695339,1.0,0.11259259259259258,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23437260680696262,0.3884107240437613,0.22251851851851848,625.0,0.9701457570652791,0.942053620218806,1.0,400.0,0.6935115042308106,0.962914316940036,0.6805333333333333,625.0,Weighted Mean - Pixelwise Entropy,0.2,0.2889,,,,
15,0.6761599999999999,0.18218964764362294,1.0,0.10044444444444449,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23093414880869403,0.3892994357878301,0.22008888888888897,625.0,0.9724810963998475,0.9464971789391503,1.0,400.0,0.6879761748476069,0.9657581945210562,0.6761599999999999,625.0,Weighted Mean - Mean Entropy,0.2,0.2889,,,,
16,0.67696,0.18581038832770017,1.0,0.10266666666666666,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23170317635526588,0.38938010399647127,0.22053333333333333,625.0,0.9727054934486293,0.9469005199823567,1.0,400.0,0.6894232556050949,0.9660163327887081,0.67696,625.0,Weighted Mean - 3x3 Conv Entropy,0.2,0.2889,,,,
17,0.6757866666666666,0.18037975029716963,1.0,0.0994074074074074,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23061080323640162,0.38937117246283737,0.21988148148148146,625.0,0.9726742658848379,0.9468558623141871,1.0,400.0,0.6874482402732774,0.9659877518810795,0.6757866666666666,625.0,Weighted Mean - 5x5 Conv Entropy,0.2,0.2889,,,,
18,0.6779199999999999,0.18978816427902634,1.0,0.10533333333333332,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23198889584050394,0.38841845815221865,0.22106666666666663,625.0,0.9701563149234934,0.9420922907610934,1.0,400.0,0.6892237806914854,0.9629390660871,0.6779199999999999,625.0,Negotiation - Pixelwise Entropy,0.2,0.2889,,,,
19,0.6780266666666666,0.1904956123132638,1.0,0.10562962962962964,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23269025997281398,0.38947982094144373,0.22112592592592595,625.0,0.9729556875508063,0.9473991047072187,1.0,400.0,0.691270060465291,0.96633542701262,0.6780266666666666,625.0,Negotiation - Mean Entropy,0.2,0.2889,,,,
20,0.6771200000000002,0.18634783544853153,1.0,0.10311111111111111,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23152909891990447,0.38885045907046895,0.2206222222222222,625.0,0.9712976591509911,0.9442522953523443,1.0,400.0,0.6887157226181057,0.9643214690255004,0.6771200000000002,625.0,Negotiation - 3x3 Conv Entropy,0.2,0.2889,,,,
21,0.6769066666666667,0.18552533937697765,1.0,0.10251851851851852,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23138646265767804,0.3888887273112466,0.2205037037037037,625.0,0.9714069739114122,0.9444436365562321,1.0,400.0,0.6884895854790156,0.9644439273959885,0.6769066666666667,625.0,Negotiation - 5x5 Conv Entropy,0.2,0.2889,,,,
22,0.6558933333333332,0.08414657104929445,1.0,0.044148148148148145,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21424171861524086,0.39489735250377495,0.20882962962962967,625.0,0.9870620220269103,0.974486762518875,1.0,400.0,0.6620124596749685,0.9836715280120799,0.6558933333333332,625.0,Majority Voting,0.2,0.3778,,,,
23,0.6485333333333332,0.04617892444826017,1.0,0.023703703703703703,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207806464056127,0.39716556900962857,0.20474074074074075,625.0,0.9928533958323746,0.9858278450481427,1.0,400.0,0.6520505861340934,0.9909298208308113,0.6485333333333332,625.0,Mean Proposal,0.2,0.3778,,,,
